id,РџРѕРєСѓРїР°С‚РµР»СЊСЃРєР°СЏ Р°РєС‚РёРІРЅРѕСЃС‚СЊ,РўРёРї СЃРµСЂРІРёСЃР°,Р Р°Р·СЂРµС€РёС‚СЊ СЃРѕРѕР±С‰Р°С‚СЊ,РњР°СЂРєРµС‚_Р°РєС‚РёРІ_6_РјРµСЃ,РњР°СЂРєРµС‚_Р°РєС‚РёРІ_С‚РµРє_РјРµСЃ,Р”Р»РёС‚РµР»СЊРЅРѕСЃС‚СЊ,РђРєС†РёРѕРЅРЅС‹Рµ_РїРѕРєСѓРїРєРё,РџРѕРїСѓР»СЏСЂРЅР°СЏ_РєР°С‚РµРіРѕСЂРёСЏ,РЎСЂРµРґРЅРёР№_РїСЂРѕСЃРјРѕС‚СЂ_РєР°С‚РµРіРѕСЂРёР№_Р·Р°_РІРёР·РёС‚,РќРµРѕРїР»Р°С‡РµРЅРЅС‹Рµ_РїСЂРѕРґСѓРєС‚С‹_С€С‚СѓРє_РєРІР°СЂС‚Р°Р»,РћС€РёР±РєР°_СЃРµСЂРІРёСЃР°,РЎС‚СЂР°РЅРёС†_Р·Р°_РІРёР·РёС‚
216069,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.5,4,1052,0.24,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,2,3,6,17
216070,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,3.9,4,379,0.24,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,4,1,4,11
216071,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.5,5,930,0.17,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,3,3,3,6
216072,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.7,3,906,0.22,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,3,4,2,6
216073,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,5.4,4,226,0.28,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,6,0,7,14
216074,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,3.7,3,828,0.14,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,3,3,3,7
216075,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.6,5,505,0.26,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,6,1,3,15
216076,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.1,3,460,0.28,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,3,0,4,14
216077,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,4.9,4,763,0.25,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,2,2,2,17
216078,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.6,5,751,0.3,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,5,3,5,12
216079,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.0,4,297,0.23,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,2,4,3,10
216080,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.7,3,804,0.33,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,3,3,6,9
216081,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,5.3,4,527,0.3,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,5,2,4,10
216082,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.0,3,414,0.23,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,6,1,6,13
216083,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.4,5,623,0.28,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,2,2,6,17
216084,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,5.5,5,1022,0.3,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,4,1,7,13
216085,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,3.8,3,755,0.13,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,4,5,4,15
216086,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.3,3,494,0.25,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,2,3,4,4
216087,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,5.1,4,166,0.31,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,5,1,5,9
216088,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.7,4,946,0.18,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,3,1,4,9
216089,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.6,4,561,0.2,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,4,3,1,14
216090,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,5.5,4,793,0.27,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,3,0,3,7
216091,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.5,5,162,0.25,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,6,3,2,16
216092,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.3,5,1035,0.25,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,5,2,7,5
216093,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.5,4,856,0.17,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,3,2,7,13
216094,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,6.3,5,215,0.24,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,5,1,2,8
216095,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.8,4,978,0.36,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,2,0,4,6
216096,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.3,5,479,0.3,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,4,4,7,10
216097,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.0,4,698,0.27,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,4,3,2,8
216098,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.2,4,670,0.16,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,4,4,8,7
216099,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.2,5,673,0.14,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,3,2,7,9
216100,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,2.6,3,497,0.28,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,3,1,5,8
216101,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,5.4,5,165,0.11,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,3,5,3,11
216102,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.1,4,511,0.25,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,4,0,4,6
216103,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,5.7,4,528,0.17,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,3,2,3,8
216104,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.1,4,629,0.13,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,3,0,6,14
216105,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,4.0,3,869,0.16,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,5,2,7,14
216106,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.4,5,360,0.28,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,4,4,3,11
216107,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,4.0,4,699,0.28,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,3,1,1,6
216108,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.6,4,874,0.28,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,3,1,4,6
216109,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,4.4,3,1038,0.28,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,2,1,1,6
216110,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,5.1,4,549,0.24,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,2,5,6,12
216111,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.4,5,395,0.24,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,5,2,4,18
216112,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.6,3,179,0.21,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,5,1,4,4
216113,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.1,4,797,0.25,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,4,5,1,8
216114,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,4.9,5,637,0.16,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,4,1,3,8
216115,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.4,4,808,0.17,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,4,2,0,3
216116,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,5.3,3,660,0.19,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,4,1,2,6
216117,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.2,5,503,0.3,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,5,5,5,19
216118,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.6,4,417,0.3,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,5,5,2,9
216119,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,4.1,3,208,0.13,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,5,2,1,10
216120,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.3,5,145,0.25,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,4,1,3,4
216121,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.0,5,334,0.14,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,3,3,4,14
216122,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.8,5,365,0.17,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,6,2,4,8
216123,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.7,5,419,0.17,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,6,1,5,12
216124,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,4.4,4,707,0.23,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,5,1,5,7
216125,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.3,3,151,0.15,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,4,1,4,5
216126,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,3.9,4,125,0.14,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,4,2,2,14
216127,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.5,4,603,0.15,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,3,4,5,13
216128,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.7,4,420,0.25,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,3,3,2,12
216129,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,5.2,4,327,0.22,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,3,4,7,9
216130,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.3,3,322,0.24,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,5,0,5,3
216131,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.8,4,725,0.3,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,3,4,2,6
216132,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.5,5,718,0.15,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,6,1,5,6
216133,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,3.9,4,417,0.13,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,3,0,1,7
216134,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,3.3,5,786,0.16,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,4,0,4,11
216135,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,5.6,3,563,0.21,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,4,1,2,13
216136,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.1,5,446,0.13,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,6,2,4,10
216137,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,5.4,4,296,0.21,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,3,5,7,15
216138,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.2,4,245,0.28,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,4,2,5,6
216139,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.8,5,860,0.17,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,3,3,8,12
216140,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,4.9,3,881,0.13,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,4,3,5,15
216141,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.0,4,748,0.28,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,4,0,4,9
216142,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,5.5,5,645,0.28,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,4,4,3,14
216143,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.6,5,182,0.16,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,4,2,3,8
216144,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.8,4,541,0.29,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,3,5,5,9
216145,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,6.6,5,955,0.17,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,3,2,6,5
216146,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.8,4,799,0.24,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,4,4,9,8
216147,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.7,4,1010,0.16,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,5,1,7,9
216148,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,3.6,5,180,0.32,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,4,4,1,13
216149,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.7,4,290,0.16,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,5,4,3,12
216150,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.3,4,283,0.11,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,3,4,5,14
216151,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РЅРµС‚,2.6,4,708,0.13,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,2,5,5,14
216152,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.8,5,339,0.23,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,3,2,5,9
216153,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.8,5,495,0.14,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,4,3,3,8
216154,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.2,4,320,0.18,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,5,4,1,8
216155,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.5,5,121,0.16,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,4,5,5,7
216156,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.4,3,609,0.27,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,5,3,1,9
216157,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.0,3,432,0.16,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,4,1,2,13
216158,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.4,3,466,0.13,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,3,4,2,6
216159,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,3.3,5,846,0.25,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,6,2,4,6
216160,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.8,5,905,0.16,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,3,2,7,10
