id,РџРµСЂРёРѕРґ,Р’С‹СЂСѓС‡РєР°
215945,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4420.5
215945,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4044.8
215946,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4473.0
215946,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5343.0
215946,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,6227.0
215947,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5193.0
215947,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4860.0
215947,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4701.4
215948,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4962.0
215948,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,3992.0
215948,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4963.1
215949,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5396.0
215949,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,6760.8
215949,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,6057.5
215950,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5869.4
215950,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4415.0
215950,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5124.5
215951,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4897.8
215951,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4667.0
215951,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4721.0
215952,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5682.8
215952,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4864.0
215952,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5233.0
215953,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4839.3
215953,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4690.0
215953,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4838.0
215954,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4644.0
215954,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5578.5
215954,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,6518.4
215955,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4072.0
215955,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4813.0
215955,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4777.0
215956,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5165.0
215956,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5392.5
215956,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5277.0
215957,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5276.5
215957,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5374.0
215957,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5314.0
215958,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4448.5
215958,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4439.4
215958,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4609.0
215959,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5346.5
215959,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5021.0
215959,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5758.6
215960,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4829.0
215960,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4561.0
215960,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4923.7
215961,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5261.0
215961,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5460.5
215961,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5763.4
215962,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4872.0
215962,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4917.0
215962,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5008.0
215963,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5293.0
215963,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5143.0
215963,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5143.0
215964,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4725.0
215964,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5120.2
215964,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5031.0
215965,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5650.2
215965,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5103.0
215965,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5326.5
215966,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5561.6
215966,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5388.0
215966,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5715.0
215967,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,6584.0
215967,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4382.0
215967,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5492.0
215968,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,6017.2
215968,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4742.0
215968,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5355.5
215969,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4542.7
215969,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,3803.0
215969,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4506.0
215970,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4828.0
215970,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5077.6
215970,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4690.0
215971,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5529.5
215971,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,6485.0
215971,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4577.0
215972,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,3732.5
215972,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,3237.2
215972,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4454.0
215973,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,3986.0
215973,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,3302.2
215973,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4925.0
215974,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,3928.6
215974,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4899.0
215974,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4309.5
215975,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5124.0
215975,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5902.5
215975,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,6707.2
215976,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5028.0
215976,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5461.0
215976,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5215.3
215977,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5618.0
215977,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5693.0
215977,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5888.0
215978,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4948.0
215978,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5776.0
215978,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,6623.6
215979,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4981.5
215979,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5128.4
215979,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4962.0
215980,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4560.7
215980,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4520.0
215980,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,3847.0
215981,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5458.1
215981,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5276.0
215981,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5670.0
215982,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4605.2
215982,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5262.0
215982,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4840.5
215983,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5384.5
215983,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5375.0
215983,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4468.0
215984,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4781.0
215984,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5529.5
215984,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,6308.2
215985,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5388.0
215985,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5661.0
215985,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5223.0
215986,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5296.0
215986,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5433.8
215986,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5305.0
215987,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5885.5
215987,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,6937.2
215987,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4822.0
215988,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4422.0
215988,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5021.3
215988,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4962.0
215989,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,6159.5
215989,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4982.0
215989,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,7310.0
215990,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4997.0
215990,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4966.0
215990,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5123.3
215991,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4977.0
215991,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4701.0
215991,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4591.8
215992,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5027.0
215992,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5063.0
215992,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5161.8
215993,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4743.0
215993,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4554.0
215993,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4520.2
215994,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5106.6
215994,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5075.0
215994,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4337.0
215995,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5131.5
215995,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4991.0
215995,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5073.0
215996,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4284.5
215996,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4083.0
215996,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4667.0
215997,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4940.3
215997,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4770.0
215997,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4817.0
215998,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4342.0
215998,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4342.0
215998,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4472.0
215999,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4703.0
215999,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4961.0
215999,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5314.6
216000,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5289.0
216000,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5460.6
216000,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5241.0
216001,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5700.5
216001,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4541.0
216001,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,6835.4
216002,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4727.0
216002,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,6853.4
216002,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5796.5
216003,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4833.0
216003,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,3903.0
216003,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,3227.0
216004,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5483.0
216004,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,6029.0
216004,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5249.0
216005,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5202.0
216005,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5345.0
216005,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5030.0
216006,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4969.1
216006,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4791.0
216006,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4846.0
216007,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,3390.0
216007,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4420.9
216007,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4429.0
216008,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4999.0
216008,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5690.5
216008,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,6419.8
216009,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4591.0
216009,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5029.0
216009,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5538.6
216010,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5028.0
216010,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4581.2
216010,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4719.0
216011,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4893.0
216011,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,6966.2
216011,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5934.0
216012,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5951.0
216012,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4771.0
216012,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5333.5
216013,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5324.5
216013,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5286.8
216013,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5518.0
216014,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5140.0
216014,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5337.2
216014,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5176.0
216015,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5492.0
216015,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4466.0
216015,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,3706.8
216016,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,3968.0
216016,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4958.0
216016,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4358.0
216017,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,3841.0
216017,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4496.0
216017,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4539.1
216018,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5005.5
216018,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5625.6
216018,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4440.0
216019,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,3670.0
216019,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4702.2
216019,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4711.0
216020,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4693.0
216020,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4736.0
216020,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4860.7
216021,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4660.0
216021,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4143.0
216021,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4721.5
216022,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4971.0
216022,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4906.0
216022,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4981.0
216023,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4386.3
216023,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4338.0
216023,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,3722.0
216024,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4311.4
216024,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5615.0
216024,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4847.0
216025,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5123.0
216025,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4970.0
216025,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5232.6
216026,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5030.0
216026,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4941.5
216026,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4994.8
216027,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4728.8
216027,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5534.0
216027,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5033.0
216028,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4785.5
216028,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4994.8
216028,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4694.0
216029,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4880.9
216029,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4837.0
216029,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4188.0
216030,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4914.0
216030,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4711.2
216030,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5298.0
216031,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5149.2
216031,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4903.5
216031,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4770.0
216032,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5651.0
216032,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5362.4
216032,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5168.0
216033,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5088.1
216033,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4403.0
216033,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5043.0
216034,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5514.4
216034,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5218.0
216034,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5026.0
216035,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,3615.0
216035,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4763.0
216035,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4739.5
216036,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4592.0
216036,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4721.5
216036,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4585.0
216037,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4587.0
216037,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5120.2
216037,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4803.0
216038,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5227.7
216038,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5123.0
216038,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4930.0
216039,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4451.0
216039,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4988.0
216039,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5583.4
216040,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5003.0
216040,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,3929.0
216040,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4989.8
216041,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5277.5
216041,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5962.6
216041,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4637.0
216042,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4363.0
216042,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4433.0
216042,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4554.1
216043,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4885.8
216043,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4488.0
216043,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4797.0
216044,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4885.0
216044,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4945.0
216044,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4963.0
216045,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5109.0
216045,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5152.5
216045,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5320.2
216046,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5689.6
